stack,rec,layer,concept_set,concept,method,n_proteins,pos_domains,pos_residues,precision,precision_lo,precision_hi,recall,recall_lo,recall_hi,f1,f1_lo,f1_hi,f1_se,f1_boot_mean,f1_bias,n_boot,boot_seed
diffusion,199,22,secondary,secondary_structure:helix,neuron,57,776,9725,0.65927,0.58997,0.71983,0.92268,0.90462,0.93939,0.76904,0.72074,0.80839,0.02252,0.76857,0.00047,2000,0
diffusion,199,22,secondary,secondary_structure:helix,probe_raw,57,776,9725,0.77651,0.73411,0.81413,0.96392,0.93759,0.98206,0.86012,0.8312,0.88371,0.0132,0.85978,0.00034,2000,0
diffusion,199,22,secondary,secondary_structure:strand,sae,57,749,2787,0.46312,0.4079,0.51007,0.82644,0.79138,0.85894,0.5936,0.54395,0.63433,0.02374,0.59209,0.00151,2000,0
diffusion,199,22,secondary,secondary_structure:strand,neuron,57,749,2787,0.37332,0.32082,0.42305,0.93591,0.91509,0.95528,0.53374,0.47755,0.58429,0.0275,0.53224,0.0015,2000,0
diffusion,199,22,secondary,secondary_structure:strand,probe_raw,57,749,2787,0.83767,0.80792,0.86536,0.75434,0.69142,0.80544,0.79382,0.75186,0.82799,0.01963,0.79296,0.00086,2000,0
diffusion,199,22,secondary,secondary_structure:coil,sae,57,1516,11345,0.76843,0.7351,0.80173,0.80871,0.78686,0.82912,0.78805,0.7669,0.80884,0.01099,0.78788,0.00018,2000,0
diffusion,199,22,secondary,secondary_structure:coil,neuron,57,1516,11345,0.67394,0.63718,0.70822,0.87467,0.84766,0.8996,0.76129,0.7341,0.78729,0.01381,0.76085,0.00045,2000,0
diffusion,199,22,secondary,secondary_structure:coil,probe_raw,57,1516,11345,0.83771,0.81243,0.86043,0.93272,0.91478,0.94987,0.88266,0.86711,0.89744,0.00767,0.88245,0.00021,2000,0
diffusion,199,22,swissprot,beta_strand,sae,100,365,2103,0.1603,0.09548,0.2234,0.72055,0.6421,0.79151,0.26225,0.16803,0.34257,0.04508,0.25955,0.0027,2000,0
diffusion,199,22,swissprot,beta_strand,neuron,100,365,2103,0.17553,0.10588,0.24492,0.68767,0.59282,0.77828,0.27968,0.18137,0.36441,0.04735,0.27736,0.00232,2000,0
diffusion,199,22,swissprot,beta_strand,probe_raw,100,365,2103,0.15325,0.07559,0.24348,0.50959,0.37355,0.63019,0.23563,0.12873,0.33967,0.05501,0.23331,0.00232,2000,0
diffusion,199,22,swissprot,binding_site:substrate,sae,100,50,83,0.0198,0.0,0.05557,0.04,0.0,0.11538,0.02649,0.0,0.06994,0.01888,0.02728,-0.00079,2000,0
diffusion,199,22,swissprot,binding_site:substrate,neuron,100,50,83,0.1,0.0,0.33333,0.02,0.0,0.06667,0.03333,0.0,0.10714,0.03215,0.03364,-0.00031,2000,0
diffusion,199,22,swissprot,binding_site:substrate,probe_raw,100,50,83,0.00608,0.00211,0.01194,0.42,0.22222,0.65008,0.01199,0.00418,0.0233,0.00505,0.01197,2e-05,2000,0
diffusion,199,22,swissprot,compositional_bias:basic_and_acidic_residues,sae,100,30,506,0.12389,0.01382,0.28573,0.2,0.07407,0.375,0.15301,0.02454,0.27809,0.06493,0.14683,0.00617,2000,0
diffusion,199,22,swissprot,compositional_bias:basic_and_acidic_residues,neuron,100,30,506,0.14823,0.0396,0.26524,0.2,0.07407,0.375,0.17027,0.05255,0.27116,0.05501,0.16526,0.00501,2000,0
diffusion,199,22,swissprot,compositional_bias:basic_and_acidic_residues,probe_raw,100,30,506,0.13969,0.02284,0.25207,0.33333,0.13636,0.5003,0.19687,0.04061,0.31624,0.07131,0.18638,0.0105,2000,0
diffusion,199,22,swissprot,compositional_bias:low_complexity,sae,100,16,278,0.09237,0.0,0.14179,0.1875,0.0,0.4375,0.12377,0.0,0.19726,0.04689,0.1154,0.00836,2000,0
diffusion,199,22,swissprot,compositional_bias:low_complexity,neuron,100,16,278,0.07965,0.01719,0.18868,0.375,0.125,0.71429,0.13139,0.03144,0.27163,0.06165,0.13603,-0.00464,2000,0
diffusion,199,22,swissprot,compositional_bias:low_complexity,probe_raw,100,16,278,0.03262,0.01134,0.06048,0.625,0.38878,0.84615,0.062,0.02222,0.11075,0.02312,0.06185,0.00016,2000,0
diffusion,199,22,swissprot,compositional_bias:polar_residues,sae,100,19,279,0.12821,0.0,0.5,0.10526,0.0,0.26667,0.11561,0.0,0.2851,0.0777,0.11817,-0.00256,2000,0
diffusion,199,22,swissprot,compositional_bias:polar_residues,neuron,100,19,279,0.09881,0.0,0.23829,0.26316,0.0,0.5,0.14368,0.0,0.28654,0.08031,0.12986,0.01382,2000,0
diffusion,199,22,swissprot,compositional_bias:polar_residues,probe_raw,100,19,279,0.01757,0.00577,0.0307,0.57895,0.36364,0.81818,0.0341,0.01137,0.05878,0.0121,0.03355,0.00055,2000,0
diffusion,199,22,swissprot,disulfide_bond,sae,100,25,1179,0.20317,0.0,0.38296,0.12,0.0,0.31579,0.15088,0.0,0.2884,0.07257,0.14286,0.00802,2000,0
diffusion,199,22,swissprot,disulfide_bond,neuron,100,25,1179,0.08134,0.01511,0.16008,0.48,0.28571,0.66667,0.13911,0.02936,0.24766,0.05693,0.1364,0.00271,2000,0
diffusion,199,22,swissprot,disulfide_bond,probe_raw,100,25,1179,0.04812,0.02109,0.08262,1.0,1.0,1.0,0.09181,0.04131,0.15262,0.02851,0.09307,-0.00126,2000,0
diffusion,199,22,swissprot,glycosylation:n-linked_glcnac_asparagine,sae,100,47,47,0.01843,0.0,0.02332,0.08511,0.0,0.21053,0.0303,0.0,0.0404,0.01239,0.02515,0.00515,2000,0
diffusion,199,22,swissprot,glycosylation:n-linked_glcnac_asparagine,neuron,100,47,47,0.032,0.0,0.06977,0.08511,0.0,0.21053,0.04651,0.0,0.08667,0.02498,0.04059,0.00592,2000,0
diffusion,199,22,swissprot,glycosylation:n-linked_glcnac_asparagine,probe_raw,100,47,47,0.01991,0.00668,0.04167,0.19149,0.08333,0.31585,0.03607,0.01254,0.07192,0.01557,0.0375,-0.00143,2000,0
diffusion,199,22,swissprot,helix,sae,100,300,2847,0.21305,0.11536,0.3139,0.44,0.33333,0.54663,0.28709,0.17587,0.38176,0.05394,0.28366,0.00344,2000,0
diffusion,199,22,swissprot,helix,neuron,100,300,2847,0.22272,0.12216,0.32709,0.45333,0.33561,0.56875,0.29869,0.18598,0.39383,0.05289,0.29583,0.00286,2000,0
diffusion,199,22,swissprot,helix,probe_raw,100,300,2847,0.16151,0.08947,0.247,0.76333,0.58254,0.91064,0.26661,0.15773,0.37813,0.05692,0.26577,0.00085,2000,0
diffusion,199,22,swissprot,modified_residue:phosphoserine,sae,100,25,26,0.00966,0.0,0.0303,0.08,0.0,0.26667,0.01724,0.0,0.05178,0.01615,0.0166,0.00064,2000,0
diffusion,199,22,swissprot,modified_residue:phosphoserine,neuron,100,25,26,0.01149,0.0,0.02281,0.12,0.0,0.2,0.02098,0.0,0.04041,0.01006,0.02052,0.00046,2000,0
diffusion,199,22,swissprot,modified_residue:phosphoserine,probe_raw,100,25,26,0.00399,0.00133,0.00706,0.36,0.19981,0.56257,0.00789,0.00265,0.01388,0.00292,0.00792,-3e-05,2000,0
diffusion,199,22,swissprot,region:disordered,sae,100,73,3949,0.41273,0.31628,0.51316,0.93151,0.87719,0.98183,0.57201,0.47137,0.66549,0.049,0.57185,0.00016,2000,0
diffusion,199,22,swissprot,region:disordered,neuron,100,73,3949,0.50664,0.39474,0.60386,0.71233,0.61764,0.81333,0.59213,0.50201,0.66393,0.04135,0.59049,0.00164,2000,0
diffusion,199,22,swissprot,region:disordered,probe_raw,100,73,3949,0.54562,0.44083,0.63125,0.9863,0.95238,1.0,0.70257,0.60889,0.77118,0.04137,0.7002,0.00237,2000,0
diffusion,199,22,swissprot,signal_peptide,sae,100,22,480,0.05843,0.03141,0.11081,0.86364,0.70588,1.0,0.10945,0.06062,0.19795,0.03512,0.11424,-0.00479,2000,0
diffusion,199,22,swissprot,signal_peptide,neuron,100,22,480,0.10137,0.01501,0.20228,0.27273,0.09081,0.46154,0.1478,0.02599,0.26383,0.06184,0.14196,0.00584,2000,0
diffusion,199,22,swissprot,signal_peptide,probe_raw,100,22,480,0.25612,0.13177,0.41083,0.68182,0.47049,0.87512,0.37237,0.21254,0.53664,0.08256,0.37439,-0.00202,2000,0
diffusion,199,22,swissprot,turn,sae,100,82,281,0.01822,0.00966,0.02761,0.43902,0.35061,0.53448,0.03499,0.01894,0.05219,0.00858,0.03473,0.00026,2000,0
diffusion,199,22,swissprot,turn,neuron,100,82,281,0.01947,0.00723,0.03204,0.14634,0.05999,0.25,0.03437,0.01305,0.05502,0.01085,0.03362,0.00075,2000,0
diffusion,199,22,swissprot,turn,probe_raw,100,82,281,0.02325,0.01168,0.03964,0.41463,0.28762,0.54548,0.04402,0.02274,0.07284,0.01303,0.0445,-0.00048,2000,0
