shard,concept,method,raw_d_helix,raw_d_strand,raw_d_coil,paired_d_helix,paired_d_strand,paired_d_coil,helix_lo,helix_hi,strand_lo,strand_hi,coil_lo,coil_hi
helix,Helix,probe,0.03335887444179761,-0.00040454788409936094,-0.03295432655769825,0.03871857693445481,-0.002384786261290149,-0.03633379067316466,0.024284708642217694,0.05609597563776675,-0.005142683315766273,-0.00034151335908393814,-0.05144587884728842,-0.023035550177000756
helix_sae,Helix,SAE,0.02629762259977608,-0.0005535652097103436,-0.025744057390065734,0.02855932756307606,-0.0018176357149859714,-0.026741691848090093,0.019740249698712367,0.038337797873564054,-0.003186376705396531,-0.0006179292924383614,-0.03616061931564752,-0.018158881384435565
strand,Strand,probe,-0.021854716511424493,0.0009698438383927212,0.020884872673031765,-0.021351115453335998,-0.0006072226718559535,0.021958338125191938,-0.029153486810645803,-0.014343780819555787,-0.0026970213967298816,0.0010602173654957314,0.015020734696919849,0.02976846926851217
strand_sae,Strand,SAE,0.025881567332000893,0.0015584921458267388,-0.027440059477827634,0.03215404741575965,0.0005736025131680024,-0.032727649928927655,0.021048006114358503,0.044638821715435054,-0.0012088483894222056,0.002949804566751035,-0.0454326553659923,-0.021333437004359704
coil,Coil,probe,-0.06514259800703925,-0.000499077363414938,0.06564167537045418,-0.0591480708600494,-0.0021331063988925822,0.06128117725894198,-0.07614063558628552,-0.043253770654432054,-0.004269654503620698,-0.00033938822459181724,0.04560642864353105,0.07901130068855174
coil_sae,Coil,SAE,-0.000933898179048785,0.00026420326306836724,0.0006696949159804167,-0.00027822635663709585,-0.0007282811614920707,0.001006507518129166,-0.006280252456494745,0.005508343093452105,-0.0024485327371886255,0.0005907496982189771,-0.004663039022458006,0.006728180369379716
